datetime,portfolio_value,cash,return
2023-12-01 09:30:00-05:00,100000.0,100000.0,
2023-12-02 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-08 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-12 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-14 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-15 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-19 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-21 09:30:00-05:00,100000.0,100000.0,0.0
