datetime,portfolio_value,cash,return
2024-01-16 09:30:00-05:00,100000.0,100000.0,
2024-01-16 09:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 09:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 09:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 09:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 09:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 10:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 11:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 12:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 13:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:50:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 14:55:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:00:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:05:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:10:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:15:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:20:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:25:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:30:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:35:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:40:00-05:00,100000.0,95247.39990234375,0.0
2024-01-16 15:45:00-05:00,100000.0,95247.39990234375,0.0
2024-01-17 09:30:00-05:00,99965.59997558594,95247.39990234375,-0.0003440002441406076
2024-01-17 09:35:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 09:40:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 09:45:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 09:50:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 09:55:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:00:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:05:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:10:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:15:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:20:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:25:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:30:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:35:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:40:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:45:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:50:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 10:55:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:00:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:05:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:10:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:15:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:20:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:25:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:30:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:35:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:40:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:45:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:50:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 11:55:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 12:00:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 12:05:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 12:10:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 12:15:00-05:00,99965.59997558594,95247.39990234375,0.0
2024-01-17 12:20:00-05:00,99965.59997558594,95247.39990234375,0.0
