time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-11-16 09:30:00-05:00,MachineLearningTrader,1140911501f046bda9d5c6d3dcd8874a,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,dd67353013e24bd0a05bf79e0d6d7db2,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,dbf2dbb3ceb94bb3b75fe11109074a61,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,ffa5fbcab4e14092ac3558ed7dd2f7f9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,d654350595e74b5fae4dd204968e2470,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,d63f2ed8e9f548d4adf562e1b9a5b5e8,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,0c19b0bdfc784d4ea9f35656678748a2,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,10e1119b18c144ad86c5be3e17b922f7,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,350505c0e9eb43b1bb18583423bf67be,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,d79ea14f220f40eb85c763f1733cffed,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,75569e688c8c422993784f73a196ef6b,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,1b9239c985e640f192691770e0012628,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,75569e688c8c422993784f73a196ef6b,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,3659.0,0.0
2023-11-16 09:30:00-05:00,MachineLearningTrader,1b9239c985e640f192691770e0012628,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,1898.0,0.0
