2024-05-05 20:46:27,438: asyncio: INFO: [MachineLearningTrader] Executing the initialize lifecycle method
2024-05-05 20:46:28,619: root: INFO: Current backtesting datetime 2023-01-03 08:30:00-05:00
2024-05-05 20:46:28,620: asyncio: INFO: [MachineLearningTrader] Executing the before_market_opens lifecycle method
2024-05-05 20:46:28,621: root: INFO: Current backtesting datetime 2023-01-03 09:30:00-05:00
2024-05-05 20:46:28,621: asyncio: INFO: [MachineLearningTrader] Executing the before_starting_trading lifecycle method
2024-05-05 20:46:28,657: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-05 20:46:28[0m
2024-05-05 20:46:30,420: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:31,996: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:32,323: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:32,592: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:32,715: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:33,091: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:33,331: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:33,695: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:33,695: asyncio: INFO: [MachineLearningTrader] [34mTrading iteration ended at 2024-05-05 20:46:33[0m
2024-05-05 20:46:33,696: asyncio: INFO: [MachineLearningTrader] [34mSleeping for 86400 seconds[0m
2024-05-05 20:46:33,698: root: INFO: Current backtesting datetime 2023-01-03 16:00:00-05:00
2024-05-05 20:46:33,698: root: INFO: Current backtesting datetime 2023-01-04 09:30:00-05:00
2024-05-05 20:46:33,699: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-05 20:46:33[0m
2024-05-05 20:46:34,260: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:34,262: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:34,744: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:34,746: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:35,165: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:35,167: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:35,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:35,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-05 20:46:35,703: asyncio: INFO: [MachineLearningTrader] [34mTrading iteration ended at 2024-05-05 20:46:35[0m
2024-05-05 20:46:35,704: asyncio: INFO: [MachineLearningTrader] [34mSleeping for 86400 seconds[0m
2024-05-05 20:46:35,705: root: INFO: Current backtesting datetime 2023-01-04 16:00:00-05:00
2024-05-05 20:46:35,706: root: INFO: Current backtesting datetime 2023-01-05 09:30:00-05:00
2024-05-05 20:46:35,707: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-05 20:46:35[0m
2024-05-05 20:46:36,598: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
