2024-05-06 15:16:58,410: asyncio: INFO: [MachineLearningTrader] Executing the initialize lifecycle method
2024-05-06 15:16:59,625: root: INFO: Current backtesting datetime 2023-01-03 08:30:00-05:00
2024-05-06 15:16:59,658: asyncio: INFO: [MachineLearningTrader] Executing the before_market_opens lifecycle method
2024-05-06 15:16:59,659: root: INFO: Current backtesting datetime 2023-01-03 09:30:00-05:00
2024-05-06 15:16:59,659: asyncio: INFO: [MachineLearningTrader] Executing the before_starting_trading lifecycle method
2024-05-06 15:16:59,661: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-06 15:16:59[0m
2024-05-06 15:17:01,661: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:03,563: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:03,566: asyncio: INFO: [MachineLearningTrader] [34mTrading iteration ended at 2024-05-06 15:17:03[0m
2024-05-06 15:17:03,568: asyncio: INFO: [MachineLearningTrader] [34mSleeping for 86400 seconds[0m
2024-05-06 15:17:03,570: root: INFO: Current backtesting datetime 2023-01-03 16:00:00-05:00
2024-05-06 15:17:03,570: root: INFO: Current backtesting datetime 2023-01-04 09:30:00-05:00
2024-05-06 15:17:03,572: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-06 15:17:03[0m
2024-05-06 15:17:04,167: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:04,169: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:04,170: asyncio: INFO: [MachineLearningTrader] [34mTrading iteration ended at 2024-05-06 15:17:04[0m
2024-05-06 15:17:04,172: asyncio: INFO: [MachineLearningTrader] [34mSleeping for 86400 seconds[0m
2024-05-06 15:17:04,174: root: INFO: Current backtesting datetime 2023-01-04 16:00:00-05:00
2024-05-06 15:17:04,175: root: INFO: Current backtesting datetime 2023-01-05 09:30:00-05:00
2024-05-06 15:17:04,176: asyncio: INFO: [MachineLearningTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-06 15:17:04[0m
2024-05-06 15:17:04,644: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:04,646: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-06 15:17:04,647: asyncio: INFO: [MachineLearningTrader] [34mTrading iteration ended at 2024-05-06 15:17:04[0m
